ID,Rt,Name,Train,Origin,Dest,Class,RtCl-1,RtCl-2,BL,Date,Rep Month,Rep FYR,PNR,Version,Riders,Weight,Miles,DepP,ArrP,S1,1010,1020,1025,1030,1040,1042,1044,1046,1050,1060,1070,1080,1090,1100,1110,2010,2020,2030,2040,2050,2060,2065,2070,2080,2090,2100,2110,2120,2124,2126,2130,2132,2133,2135,2140,2150,2160,2170,2180,2141,2142,2152,2162,2172,2182,2185,2190,2200,2210,2220,2410,2420,2430,2440,2450,2460,3010,3020,3030,3040,4010,4020,4030,4040,4050,4060
601030,7,Empire West/Maple Leaf,284,NFL,NYP,C,07C,07A,SC,12/11/2017,201712,2018,,SDWF,1,151,460,0,-5,3,NULL,100,NULL,NULL,NULL,8,100,100,100,100,100,100,100,100,100,100,NULL,80,80,100,90,1,70,70,90,100,100,100,100,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,80,100,80,90,80,100,NULL,NULL,100,100,NULL,100,100,100,100
601031,7,Empire West/Maple Leaf,283,NYP,BFX,C,07C,07A,SC,12/11/2017,201712,2018,,SDWF,1,151,437,0,6,2,80,70,NULL,NULL,NULL,9,80,80,80,90,90,80,70,70,70,60,NULL,80,70,50,60,1,20,20,70,70,80,60,80,80,70,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,60,70,70,60,60,50,50,NULL,30,70,NULL,90,80,80,80
601032,7,Empire West/Maple Leaf,284,ROC,NYP,C,07C,07A,SC,12/11/2017,201712,2018,,SDWF,1,151,370,0,-5,4,90,90,NULL,NULL,NULL,8,40,50,100,100,100,90,100,90,90,80,NULL,90,0,90,90,1,50,40,0,50,0,100,90,100,80,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,100,0,0,50,70,NULL,NULL,60,70,NULL,70,70,70,70
601033,7,Empire West/Maple Leaf,284,ROC,SYR,C,07C,07A,SC,12/11/2017,201712,2018,,SDWF,1,151,80,0,-8,4,100,100,NULL,NULL,NULL,9,80,90,100,100,100,100,100,100,100,90,NULL,100,90,100,100,1,100,80,100,100,100,90,NULL,100,100,NULL,NULL,1,100,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,90,80,90,80,90,100,100,100,100,90,NULL,100,100,100,100
601439,7,Empire West/Maple Leaf,281,NYP,SYR,B,07B,07A,SC,12/12/2017,201712,2018,,SDWF,1,151,290,0,20,1,70,90,NULL,NULL,NULL,8,90,90,70,70,70,80,70,70,70,80,NULL,80,90,70,80,1,70,80,80,60,60,60,80,80,80,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,60,80,70,60,60,80,NULL,NULL,80,80,NULL,80,80,80,80
601440,7,Empire West/Maple Leaf,280,BUF,NYP,C,07C,07A,SC,12/12/2017,201712,2018,,SDWF,1,151,431,8,1,4,80,80,NULL,NULL,NULL,9,70,70,60,60,80,80,80,70,80,80,NULL,80,80,80,80,1,40,40,70,70,70,70,80,70,80,NULL,NULL,1,80,80,70,70,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,70,80,80,80,90,NULL,90,80,90,85
601441,7,Empire West/Maple Leaf,63,NYP,BUF,C,07C,07A,SC,12/12/2017,201712,2018,,SDWF,1,151,431,0,101,2,100,100,NULL,NULL,NULL,95,NULL,NULL,90,90,90,90,70,80,90,90,NULL,80,80,70,70,1,90,80,60,40,50,0,90,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,90,30,0,80,90,80,80,80,80,NULL,70,50,40,45
601442,7,Empire West/Maple Leaf,284,ROC,RHI,C,07C,07A,SC,12/12/2017,201712,2018,,SDWF,1,151,283,4,31,2,100,100,NULL,NULL,NULL,8,80,80,100,100,100,100,100,100,100,90,NULL,100,100,90,90,2,NULL,NULL,100,100,100,100,100,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,80,100,80,70,70,90,NULL,NULL,90,90,NULL,90,90,100,95
601443,7,Empire West/Maple Leaf,280,ROC,UCA,C,07C,07A,SC,12/12/2017,201712,2018,,SDWF,1,151,133,14,20,4,100,100,NULL,NULL,NULL,8,100,100,100,100,100,100,100,100,100,90,NULL,100,80,100,100,1,100,100,100,100,100,100,100,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,100,100,100,100,100,NULL,100,100,100,100
570304,7,Empire West/Maple Leaf,283,ALB,SYR,B,07B,07A,SC,10/7/2017,201710,2018,,SDWF,1,135,149,26,40,2,90,90,NULL,NULL,NULL,9,90,90,90,80,100,90,90,90,90,90,NULL,90,90,90,90,2,NULL,NULL,90,90,70,80,100,100,100,NULL,NULL,1,80,70,80,80,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,90,90,90,90,90,90,90,90,90,NULL,NULL,90,90,100,95
570305,7,Empire West/Maple Leaf,281,ALB,SYR,B,07B,07A,SC,10/20/2017,201710,2018,,SDWF,1,135,149,9,48,2,100,100,NULL,NULL,NULL,8,80,70,20,20,50,50,80,80,70,60,NULL,100,100,50,50,2,NULL,NULL,50,50,20,90,90,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,20,100,20,20,20,100,NULL,NULL,100,NULL,NULL,100,80,100,90
570306,7,Empire West/Maple Leaf,63,AMS,ROC,B,07B,07A,SC,10/27/2017,201710,2018,,SDWF,1,135,187,23,72,3,100,90,NULL,NULL,NULL,8,100,100,NULL,NULL,90,100,80,80,50,90,NULL,90,90,70,70,1,70,20,90,90,90,80,90,90,100,NULL,NULL,1,100,90,90,90,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,90,NULL,NULL,90,90,100,95
570307,7,Empire West/Maple Leaf,280,BFX,NYP,B,07B,07A,SC,10/18/2017,201710,2018,,SDWF,1,135,437,2,-2,3,NULL,NULL,NULL,NULL,NULL,9,80,90,NULL,NULL,0,60,NULL,20,10,80,NULL,90,50,80,60,1,50,20,50,80,70,80,90,100,80,NULL,NULL,1,70,80,80,80,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,80,100,90,90,80,80,NULL,NULL,80,NULL,NULL,90,90,80,85
570308,7,Empire West/Maple Leaf,64,BUF,ALB,B,07B,07A,SC,10/3/2017,201710,2018,,SDWF,1,135,290,3,32,2,90,90,NULL,NULL,NULL,8,80,90,90,90,90,90,90,90,90,100,NULL,100,90,90,90,1,20,0,90,100,80,90,90,90,100,NULL,NULL,1,60,100,70,60,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,90,90,90,90,NULL,90,NULL,NULL,90,NULL,NULL,90,90,90,90
570309,7,Empire West/Maple Leaf,284,BUF,NYP,B,07B,07A,SC,9/28/2017,201710,2018,,SDWF,1,135,431,3,13,2,100,100,NULL,NULL,NULL,8,100,100,100,100,100,100,100,100,100,100,NULL,100,100,100,100,1,80,80,100,100,100,100,100,100,100,NULL,NULL,1,100,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,90,100,100,90,90,90,NULL,NULL,90,NULL,NULL,100,100,100,100
570310,7,Empire West/Maple Leaf,284,BUF,POU,B,07B,07A,SC,10/1/2017,201710,2018,,SDWF,1,135,358,11,7,1,100,100,NULL,NULL,NULL,8,100,100,100,100,100,100,100,100,100,100,NULL,100,100,90,100,1,80,80,100,100,100,90,100,100,100,NULL,NULL,1,80,70,70,70,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,100,100,100,100,100,100,90,NULL,NULL,90,100,100,100
570311,7,Empire West/Maple Leaf,64,CBN,NYP,B,07B,07A,SC,10/15/2017,201710,2018,,SDWF,1,135,462,NULL,7,4,90,100,NULL,NULL,NULL,8,90,90,60,70,90,90,50,80,80,80,NULL,80,90,90,90,1,80,80,80,80,80,100,100,90,100,NULL,NULL,1,80,90,80,80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,70,90,60,60,70,90,NULL,NULL,80,NULL,NULL,90,90,100,95
570312,7,Empire West/Maple Leaf,64,CBN,POU,B,07B,07A,SC,9/30/2017,201710,2018,,SDWF,1,135,389,NULL,0,1,40,NULL,NULL,NULL,NULL,8,100,100,50,70,90,90,90,90,60,90,NULL,90,90,70,40,1,10,0,50,80,80,100,90,100,90,NULL,NULL,1,80,40,80,70,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,70,0,50,0,90,NULL,NULL,80,NULL,NULL,80,70,70,70
570313,7,Empire West/Maple Leaf,64,CBN,POU,B,07B,07A,SC,10/4/2017,201710,2018,,SDWF,1,135,389,NULL,31,3,60,90,NULL,NULL,NULL,8,90,100,70,50,90,90,NULL,NULL,70,100,NULL,100,100,80,80,1,70,60,80,100,NULL,80,100,100,100,NULL,NULL,1,80,100,50,50,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,80,100,80,80,70,100,NULL,NULL,100,NULL,NULL,90,90,100,95
570314,7,Empire West/Maple Leaf,63,CRT,BUF,B,07B,07A,SC,10/22/2017,201710,2018,,SDWF,1,135,399,1,8,4,100,NULL,NULL,NULL,NULL,8,100,100,80,80,80,70,70,80,70,90,NULL,90,100,90,90,2,NULL,NULL,90,90,90,90,100,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,100,100,80,100,NULL,NULL,90,NULL,NULL,100,100,100,100
570315,7,Empire West/Maple Leaf,281,CRT,BUF,B,07B,07A,SC,10/30/2017,201710,2018,,SDWF,1,135,399,5,37,2,90,NULL,NULL,NULL,NULL,8,70,80,80,90,10,40,60,20,50,100,NULL,90,90,90,80,1,90,90,90,90,80,60,90,90,90,NULL,NULL,1,90,50,70,80,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,90,NULL,NULL,80,NULL,NULL,80,90,90,90
570316,7,Empire West/Maple Leaf,281,CRT,ROC,B,07B,07A,SC,10/1/2017,201710,2018,,SDWF,1,135,338,6,0,4,100,100,NULL,NULL,NULL,8,90,90,80,70,80,80,90,90,90,100,NULL,100,100,60,90,1,50,30,80,90,80,90,90,100,100,NULL,NULL,1,90,90,90,70,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,90,90,80,70,90,90,90,80,90,NULL,NULL,80,90,100,95
570317,7,Empire West/Maple Leaf,284,NFL,CRT,B,07B,07A,SC,10/2/2017,201710,2018,,SDWF,1,135,428,0,30,1,100,100,NULL,NULL,NULL,3,100,100,100,100,100,100,100,100,100,100,NULL,90,90,90,80,1,60,70,100,100,NULL,60,100,100,100,NULL,NULL,1,100,100,100,90,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,100,90,90,90,100,100,100,NULL,NULL,100,100,100,100
570318,7,Empire West/Maple Leaf,64,NFL,NYP,B,07B,07A,SC,10/20/2017,201710,2018,,SDWF,1,135,460,0,15,1,100,100,NULL,NULL,NULL,8,100,100,100,100,100,100,100,100,100,90,NULL,90,100,90,90,1,50,50,NULL,100,100,100,100,100,100,NULL,NULL,1,90,100,100,90,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,100,100,100,100,100,100,100,NULL,NULL,90,100,100,100
570319,7,Empire West/Maple Leaf,284,NFL,RHI,B,07B,07A,SC,10/19/2017,201710,2018,,SDWF,1,135,372,0,12,2,NULL,100,NULL,NULL,NULL,8,100,100,100,100,100,100,100,100,100,90,NULL,100,100,100,100,1,20,0,100,100,100,90,100,100,100,NULL,NULL,1,100,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,100,NULL,NULL,100,NULL,NULL,100,100,100,100
570320,7,Empire West/Maple Leaf,63,NYP,NFS,B,07B,07A,SC,9/29/2017,201710,2018,,SDWF,1,135,462,0,-2,1,100,100,NULL,NULL,NULL,2,100,100,100,100,100,100,100,100,100,100,NULL,100,100,100,100,1,70,70,100,100,100,100,100,100,100,NULL,NULL,1,70,100,70,70,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,100,100,100,100,NULL,NULL,100,100,100,100
570321,7,Empire West/Maple Leaf,281,NYP,ROC,B,07B,07A,SC,9/30/2017,201710,2018,,SDWF,1,135,370,0,38,3,100,100,NULL,NULL,NULL,8,100,100,100,100,100,100,90,90,90,100,NULL,90,90,90,90,1,90,100,100,100,100,90,90,100,100,NULL,NULL,1,90,100,100,80,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,70,100,70,40,20,90,100,100,100,NULL,NULL,100,100,100,100
570322,7,Empire West/Maple Leaf,283,NYP,ROC,B,07B,07A,SC,10/15/2017,201710,2018,,SDWF,1,135,370,0,114,4,100,100,NULL,NULL,NULL,8,50,50,100,100,100,100,100,100,100,70,NULL,80,80,70,100,1,30,60,80,40,100,90,90,90,90,NULL,NULL,1,90,90,90,90,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,90,90,90,90,NULL,NULL,50,60,50,55
570323,7,Empire West/Maple Leaf,63,NYP,SYR,B,07B,07A,SC,10/6/2017,201710,2018,,SDWF,1,135,290,0,9,2,50,30,NULL,NULL,NULL,8,80,80,40,50,60,40,60,60,50,80,NULL,80,80,70,80,1,70,50,40,50,50,70,70,70,40,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,80,80,70,70,60,70,80,80,80,NULL,NULL,70,70,70,70
570324,7,Empire West/Maple Leaf,281,NYP,UCA,B,07B,07A,SC,10/29/2017,201710,2018,,SDWF,1,135,237,0,21,2,90,100,NULL,NULL,NULL,8,50,70,80,0,100,90,90,90,80,70,NULL,60,70,100,100,1,100,100,100,100,100,100,100,100,100,NULL,NULL,1,100,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,60,0,0,0,80,80,80,80,NULL,NULL,80,100,70,85
570325,7,Empire West/Maple Leaf,63,ROC,NFL,B,07B,07A,SC,10/27/2017,201710,2018,,SDWF,1,135,90,75,54,2,100,100,NULL,NULL,NULL,8,90,80,100,100,100,80,100,100,90,100,NULL,100,100,90,80,2,NULL,NULL,80,100,100,20,100,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,100,100,100,80,NULL,NULL,100,90,100,95
570326,7,Empire West/Maple Leaf,280,ROC,NYP,B,07B,07A,SC,10/3/2017,201710,2018,,SDWF,1,135,370,0,-6,2,100,60,NULL,NULL,NULL,95,NULL,NULL,60,50,30,50,30,50,60,90,NULL,90,90,30,90,1,20,20,90,90,90,90,90,90,100,NULL,NULL,1,80,80,NULL,80,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,90,40,40,40,NULL,NULL,90,90,90,90
570327,7,Empire West/Maple Leaf,280,ROC,NYP,B,07B,07A,SC,10/16/2017,201710,2018,,SDWF,1,135,370,0,3,1,90,100,NULL,NULL,NULL,8,90,90,80,80,90,70,100,90,90,80,NULL,100,70,80,80,1,70,80,90,90,90,90,90,90,100,NULL,NULL,1,70,90,90,60,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,70,60,70,70,70,80,70,70,70,NULL,NULL,100,100,100,100
570328,7,Empire West/Maple Leaf,284,ROC,NYP,B,07B,07A,SC,10/28/2017,201710,2018,,SDWF,1,135,370,3,25,1,100,100,NULL,NULL,NULL,8,100,100,100,100,100,100,100,100,100,90,NULL,90,100,90,90,1,90,80,70,80,90,40,90,100,100,NULL,NULL,1,100,100,90,70,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,70,80,50,80,40,70,NULL,NULL,70,NULL,NULL,90,90,100,95
570329,7,Empire West/Maple Leaf,280,ROC,POU,B,07B,07A,SC,9/30/2017,201710,2018,,SDWF,1,135,297,36,22,4,90,80,NULL,NULL,NULL,8,70,80,10,10,30,70,50,70,50,80,NULL,90,90,100,80,1,70,70,80,80,80,60,80,90,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,80,90,60,70,60,70,NULL,NULL,70,NULL,NULL,80,80,80,80
570330,7,Empire West/Maple Leaf,281,SDY,NFL,B,07B,07A,SC,10/26/2017,201710,2018,,SDWF,1,135,301,15,49,4,60,90,NULL,NULL,NULL,8,80,90,20,20,80,80,80,50,50,80,NULL,70,90,80,80,1,90,90,60,80,90,70,80,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,50,100,50,50,20,70,NULL,NULL,70,NULL,NULL,80,80,90,85
570331,7,Empire West/Maple Leaf,284,SYR,ALB,B,07B,07A,SC,10/20/2017,201710,2018,,SDWF,1,135,149,27,8,1,90,90,NULL,NULL,NULL,8,70,80,80,80,80,80,100,90,90,100,NULL,90,90,90,NULL,2,NULL,NULL,80,90,70,90,90,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,NULL,NULL,90,90,100,95
570332,7,Empire West/Maple Leaf,280,SYR,NYP,B,07B,07A,SC,9/29/2017,201710,2018,,SDWF,1,135,290,11,-11,4,100,100,NULL,NULL,NULL,8,100,100,100,100,100,100,100,100,100,60,NULL,80,90,100,80,1,70,40,80,100,90,100,90,100,100,NULL,NULL,1,NULL,100,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,90,90,90,80,80,100,100,NULL,100,NULL,NULL,80,90,90,90
570333,7,Empire West/Maple Leaf,284,SYR,NYP,B,07B,07A,SC,10/26/2017,201710,2018,,SDWF,1,135,290,9,5,1,90,90,NULL,NULL,NULL,8,90,90,70,20,100,90,90,90,60,90,NULL,90,90,90,50,1,90,100,100,90,30,100,100,100,90,NULL,NULL,1,60,90,60,60,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,40,90,40,80,20,80,90,80,80,NULL,NULL,90,70,90,80
570334,7,Empire West/Maple Leaf,63,UCA,CBN,B,07B,07A,SC,10/14/2017,201710,2018,,SDWF,1,135,225,45,-1,4,80,100,NULL,NULL,NULL,8,80,100,90,90,80,90,100,80,80,70,NULL,100,100,80,90,1,80,80,80,90,80,70,70,100,100,NULL,NULL,1,90,80,80,70,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,70,NULL,NULL,80,80,80,80
570335,7,Empire West/Maple Leaf,284,UCA,NYP,B,07B,07A,SC,10/28/2017,201710,2018,,SDWF,1,135,237,37,25,2,100,100,NULL,NULL,NULL,8,100,100,100,100,100,100,100,100,100,100,NULL,100,100,100,90,1,80,80,100,100,100,90,100,100,100,NULL,NULL,1,100,100,100,100,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,90,100,100,100,NULL,NULL,100,100,100,100
570336,7,Empire West/Maple Leaf,63,YNY,CBN,B,07B,07A,SC,10/25/2017,201710,2018,,SDWF,1,135,448,1,-1,2,80,NULL,NULL,NULL,NULL,8,70,70,80,NULL,40,90,60,70,70,60,NULL,90,80,90,90,1,60,50,NULL,NULL,NULL,70,90,90,90,NULL,NULL,1,80,80,70,60,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,90,90,90,90,NULL,NULL,80,80,80,80
570337,7,Empire West/Maple Leaf,283,ALB,BFX,C,07C,07A,SC,10/21/2017,201710,2018,,SDWF,1,135,296,4,-6,2,100,100,NULL,NULL,NULL,9,100,100,90,NULL,80,100,100,80,80,100,NULL,100,100,100,100,1,100,90,100,NULL,100,100,100,100,100,NULL,NULL,1,70,90,60,60,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,100,100,100,100,NULL,NULL,100,100,100,100
570338,7,Empire West/Maple Leaf,281,ALB,BFX,C,07C,07A,SC,10/27/2017,201710,2018,,SDWF,1,135,296,23,198,2,70,80,NULL,NULL,NULL,8,80,80,70,80,80,90,90,80,80,60,NULL,70,70,60,80,1,60,20,70,70,10,0,70,80,60,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,60,20,20,20,NULL,NULL,10,0,20,10
570339,7,Empire West/Maple Leaf,283,ALB,BUF,C,07C,07A,SC,10/1/2017,201710,2018,,SDWF,1,135,290,6,38,2,100,100,NULL,NULL,NULL,8,90,100,70,30,30,90,NULL,80,40,100,NULL,100,100,100,100,1,100,60,100,100,100,90,100,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,100,NULL,NULL,100,100,100,100
570340,7,Empire West/Maple Leaf,63,ALB,BUF,C,07C,07A,SC,10/2/2017,201710,2018,,SDWF,1,135,290,19,59,2,60,70,NULL,NULL,NULL,2,80,80,70,70,70,70,80,80,80,80,NULL,70,70,70,40,1,40,40,60,70,60,60,70,70,70,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,70,70,70,70,NULL,NULL,80,80,80,80
570341,7,Empire West/Maple Leaf,283,ALB,BUF,C,07C,07A,SC,10/11/2017,201710,2018,,SDWF,1,135,290,22,20,1,100,100,NULL,NULL,NULL,8,100,100,100,100,100,100,100,100,100,100,NULL,100,100,100,100,2,NULL,NULL,100,100,100,100,100,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,100,100,100,100,100,100,100,100,100,NULL,NULL,100,100,100,100
570342,7,Empire West/Maple Leaf,63,ALB,BUF,C,07C,07A,SC,10/16/2017,201710,2018,,SDWF,1,135,290,22,69,4,60,70,NULL,NULL,NULL,9,100,100,0,0,80,80,80,80,50,40,NULL,100,100,80,80,1,0,0,70,30,70,0,70,70,70,NULL,NULL,1,80,80,50,50,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,20,0,0,0,NULL,NULL,NULL,70,NULL,NULL,70,50,60,55
570343,7,Empire West/Maple Leaf,63,ALB,BUF,C,07C,07A,SC,10/22/2017,201710,2018,,SDWF,1,135,290,2,8,2,100,70,NULL,NULL,NULL,8,90,90,90,80,70,80,90,90,90,80,NULL,80,80,80,70,1,60,60,70,90,80,70,80,80,80,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,70,80,70,80,70,60,60,60,60,NULL,NULL,80,80,80,80
570344,7,Empire West/Maple Leaf,63,ALB,BUF,C,07C,07A,SC,10/30/2017,201710,2018,,SDWF,1,135,290,34,87,1,0,0,NULL,NULL,NULL,8,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0
570345,7,Empire West/Maple Leaf,63,ALB,NFL,C,07C,07A,SC,9/27/2017,201710,2018,,SDWF,1,135,319,2,16,4,100,100,NULL,NULL,NULL,8,80,90,90,90,80,90,80,90,80,100,NULL,40,90,100,80,1,80,50,80,100,100,90,90,90,100,NULL,NULL,1,60,100,70,60,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,80,70,80,80,NULL,NULL,80,80,100,90
570346,7,Empire West/Maple Leaf,63,ALB,NFL,C,07C,07A,SC,10/2/2017,201710,2018,,SDWF,1,135,319,19,28,2,100,100,NULL,NULL,NULL,8,100,100,100,100,100,100,100,100,100,90,NULL,100,70,90,90,1,80,80,90,100,100,80,100,100,100,NULL,NULL,1,90,90,90,80,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,100,90,90,100,NULL,NULL,100,100,100,100
570347,7,Empire West/Maple Leaf,63,ALB,NFL,C,07C,07A,SC,10/9/2017,201710,2018,,SDWF,1,135,319,35,91,3,90,100,NULL,NULL,NULL,8,100,100,100,100,90,90,80,100,90,90,NULL,90,80,80,80,1,90,80,80,100,90,50,NULL,100,80,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,100,90,90,100,NULL,NULL,100,90,100,95
570348,7,Empire West/Maple Leaf,283,ALB,ROC,C,07C,07A,SC,10/5/2017,201710,2018,,SDWF,1,135,229,11,13,1,100,100,NULL,NULL,NULL,8,100,100,100,100,100,10,100,100,100,100,NULL,100,100,100,100,1,0,0,100,100,100,100,100,100,100,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,100,100,100,100,NULL,NULL,100,90,100,95
